gender,age,nationality,sport,ind-university_grade,ind-debateclub,ind-programming_exp,ind-international_exp,ind-entrepeneur_exp,ind-languages,ind-exact_study,ind-degree,company,outcome
male,21,Dutch,Running,72,False,True,False,False,1,True,phd,A,1
male,24,Dutch,Rugby,48,False,False,False,True,2,False,bachelor,A,0
male,27,Dutch,Football,72,False,True,False,False,1,True,bachelor,A,0
male,27,Dutch,Cricket,76,True,True,False,False,2,True,master,A,1
female,29,Dutch,Swimming,63,True,False,False,False,2,False,bachelor,A,1
female,21,Dutch,Swimming,70,False,True,False,False,1,True,master,A,1
female,22,German,Swimming,58,False,True,False,False,0,False,bachelor,A,0
female,27,Dutch,Swimming,68,False,False,True,False,0,True,master,A,0
male,27,Dutch,Football,65,False,True,False,True,2,False,bachelor,A,0
male,26,Belgian,Football,61,True,False,False,True,3,False,bachelor,A,1
male,28,Belgian,Rugby,67,False,False,True,False,2,False,phd,A,1
female,26,Dutch,Football,68,True,False,False,False,2,True,master,A,0
male,24,Dutch,Football,66,True,False,True,True,3,True,master,A,1
other,32,Dutch,Rugby,69,False,False,True,False,1,True,phd,A,0
male,28,Dutch,Swimming,57,False,False,False,False,0,False,master,A,0
male,29,German,Rugby,59,False,False,False,False,1,False,bachelor,A,1
female,28,Dutch,Football,66,False,False,False,True,2,False,master,A,1
male,28,Dutch,Tennis,68,True,False,False,True,3,False,master,A,1
female,28,Dutch,Chess,65,False,True,False,False,1,True,bachelor,A,1
other,27,Belgian,Swimming,62,False,True,False,True,2,False,bachelor,A,0
male,30,Dutch,Tennis,54,True,False,False,True,2,False,bachelor,A,0
male,22,Dutch,Running,69,False,True,False,False,1,True,bachelor,A,0
male,28,Dutch,Cricket,57,False,False,False,False,1,False,bachelor,A,0
male,25,Dutch,Tennis,65,False,True,False,False,1,True,master,A,0
female,22,Dutch,Swimming,68,False,True,False,False,0,True,master,A,0
female,21,Dutch,Swimming,58,False,False,False,False,0,True,bachelor,B,0
female,27,Dutch,Chess,67,False,False,True,False,0,True,master,B,0
female,25,Dutch,Rugby,56,True,False,False,False,2,False,bachelor,B,1
female,28,Dutch,Chess,64,False,False,True,False,0,True,master,B,0
male,30,Dutch,Rugby,63,True,False,False,True,3,False,master,B,1
male,30,Dutch,Swimming,61,False,False,False,False,1,False,bachelor,B,0
male,29,Dutch,Rugby,61,False,False,False,False,2,False,bachelor,B,1
male,26,Dutch,Football,66,False,False,False,True,2,True,bachelor,B,0
female,24,Belgian,Swimming,59,False,False,False,False,1,False,bachelor,B,0
female,27,Dutch,Chess,74,False,True,False,False,1,True,master,B,0
male,27,Belgian,Football,55,True,False,False,True,3,False,master,B,1
female,26,Dutch,Football,66,True,True,False,False,2,False,bachelor,B,0
male,23,Dutch,Tennis,67,False,False,False,True,2,True,bachelor,B,0
male,27,Dutch,Cricket,71,False,True,False,False,1,True,bachelor,B,0
female,28,Dutch,Chess,57,False,False,False,False,0,False,bachelor,B,0
female,26,Dutch,Golf,70,False,True,False,False,1,True,master,B,0
male,24,Dutch,Football,62,True,False,True,True,3,False,master,B,1
male,32,Dutch,Golf,60,False,True,False,False,1,False,bachelor,B,0
female,32,Dutch,Cricket,58,False,False,False,False,0,False,bachelor,B,0
female,23,Dutch,Swimming,67,False,True,True,False,0,True,phd,B,0
female,27,Belgian,Swimming,59,False,False,False,False,1,True,bachelor,B,0
female,28,Belgian,Football,66,False,True,False,False,1,True,master,B,0
female,21,Dutch,Tennis,71,False,True,False,False,2,True,bachelor,B,0
female,24,Dutch,Chess,67,False,True,False,False,1,True,master,B,0
female,26,Belgian,Tennis,69,False,True,False,False,1,True,master,B,0
male,27,Dutch,Rugby,48,False,False,False,True,2,False,bachelor,B,0
female,23,Dutch,Running,72,False,True,False,False,1,True,master,B,0
female,24,Dutch,Chess,58,False,False,False,False,0,False,bachelor,B,0
male,26,Dutch,Rugby,61,False,False,True,False,2,False,master,B,1
female,28,Dutch,Chess,63,False,True,True,False,0,True,master,B,0
male,28,Dutch,Football,64,False,True,False,False,1,True,bachelor,B,0
male,30,Dutch,Rugby,60,False,False,False,False,0,False,bachelor,B,0
male,25,Dutch,Football,65,False,False,False,False,2,True,master,B,0
male,27,Dutch,Football,62,False,False,False,False,1,False,bachelor,B,0
male,22,Dutch,Swimming,68,False,False,False,False,1,True,bachelor,B,0
male,25,German,Running,60,False,False,False,False,1,False,bachelor,B,0
female,24,Dutch,Football,63,False,True,False,True,2,False,bachelor,B,0
female,22,Dutch,Tennis,63,False,True,False,False,1,True,bachelor,B,0
female,30,Dutch,Golf,69,False,True,False,False,0,True,phd,B,0
male,24,Dutch,Football,62,True,False,True,True,2,False,master,B,1
female,22,Belgian,Chess,60,False,False,False,False,1,False,bachelor,B,0
female,26,Dutch,Tennis,63,False,True,False,False,1,False,bachelor,B,0
male,27,Belgian,Cricket,75,True,True,False,True,2,True,master,B,1
male,25,Dutch,Football,54,True,False,True,False,2,False,master,B,1
female,27,Belgian,Running,58,False,False,False,False,0,False,bachelor,B,0
female,27,Dutch,Swimming,75,False,True,True,False,1,True,phd,B,0
male,28,Dutch,Chess,71,False,True,False,False,2,True,master,B,0
male,32,Dutch,Cricket,56,False,False,False,False,0,False,bachelor,B,0
female,22,Dutch,Golf,59,False,False,False,False,2,False,bachelor,B,1
male,22,Dutch,Swimming,70,False,True,True,False,0,True,phd,B,0
male,27,Dutch,Golf,67,False,False,True,False,1,True,master,B,0
male,28,Dutch,Rugby,59,True,False,False,True,3,False,master,B,1
female,28,Dutch,Rugby,58,False,False,False,False,1,False,bachelor,B,0
female,28,Dutch,Running,70,False,True,True,False,0,True,phd,B,0
male,29,Dutch,Tennis,67,True,False,False,True,3,True,bachelor,B,1
female,21,Dutch,Tennis,63,False,False,False,False,1,True,bachelor,B,0
female,30,Dutch,Rugby,54,False,False,False,False,1,False,master,B,0
female,26,Dutch,Chess,72,False,True,False,False,0,True,master,B,0
male,25,Dutch,Tennis,71,False,True,False,False,1,True,master,B,0
male,24,German,Football,54,False,False,False,False,2,False,bachelor,B,1
female,26,Dutch,Chess,72,False,True,False,False,1,True,phd,B,0
male,25,Dutch,Swimming,65,True,True,True,True,2,False,master,B,1
male,32,Dutch,Cricket,56,False,False,True,False,1,False,master,B,0
female,28,Dutch,Football,66,False,True,False,False,1,True,bachelor,B,0
female,30,Dutch,Tennis,55,True,False,False,True,3,False,bachelor,B,1
female,27,Dutch,Tennis,60,False,False,True,False,1,False,bachelor,B,0
female,21,Dutch,Swimming,66,False,True,False,False,0,True,master,B,0
male,27,Dutch,Football,59,True,False,False,True,3,False,bachelor,B,1
male,26,Dutch,Rugby,64,False,False,False,True,2,False,master,B,1
male,25,Dutch,Running,62,False,False,False,False,2,True,bachelor,B,0
female,26,Dutch,Cricket,65,False,False,False,False,1,False,master,B,0
female,27,Dutch,Rugby,64,True,True,False,True,3,True,bachelor,B,0
female,27,Dutch,Swimming,68,False,True,True,False,1,True,master,B,0
female,30,Dutch,Rugby,66,False,False,True,False,1,True,master,B,0
male,27,Dutch,Rugby,53,True,False,False,True,3,False,bachelor,B,1
female,21,Dutch,Swimming,63,False,False,False,False,1,True,bachelor,B,0
female,22,Dutch,Running,65,False,False,False,False,1,True,bachelor,B,0
female,26,Dutch,Chess,60,False,False,False,False,1,False,bachelor,B,0
male,29,Dutch,Swimming,66,True,False,True,True,2,False,phd,B,1
male,27,Dutch,Golf,61,False,False,True,False,2,False,master,B,0
male,28,Dutch,Rugby,50,False,False,False,False,2,False,bachelor,B,1
male,27,Dutch,Rugby,65,False,False,False,False,1,False,master,B,0
female,26,Dutch,Chess,60,False,False,True,False,0,True,bachelor,B,0
male,24,Dutch,Rugby,58,False,False,False,True,1,False,bachelor,B,0
male,28,Dutch,Football,53,True,False,False,False,2,False,bachelor,B,1
male,29,Dutch,Rugby,51,True,False,False,False,2,False,bachelor,B,1
female,26,Dutch,Running,63,False,False,False,False,1,True,bachelor,B,0
female,21,Dutch,Cricket,71,False,False,False,False,2,True,bachelor,B,1
female,29,Dutch,Rugby,58,False,False,True,False,0,False,master,B,0
female,27,Dutch,Swimming,61,False,False,False,False,2,False,bachelor,B,0
male,25,Dutch,Rugby,53,True,False,True,True,2,False,master,B,1
female,28,Dutch,Swimming,75,True,True,True,True,2,True,phd,B,1
male,25,Dutch,Rugby,55,False,False,True,False,1,False,phd,B,0
female,26,Dutch,Football,72,False,True,False,False,2,True,master,B,1
male,27,German,Swimming,62,False,False,False,True,2,False,bachelor,B,0
male,25,Dutch,Swimming,60,False,False,False,False,1,False,bachelor,B,0
male,28,Dutch,Swimming,57,False,False,True,False,1,False,phd,B,0
male,27,Dutch,Football,60,False,False,False,False,2,True,bachelor,B,0
male,26,Dutch,Rugby,59,False,False,True,True,2,False,master,B,1
male,27,Dutch,Rugby,54,True,False,False,True,3,False,master,B,1
male,26,Dutch,Football,58,False,False,False,False,2,False,bachelor,B,0
male,24,Dutch,Rugby,52,False,False,False,False,2,False,master,B,0
female,22,Dutch,Cricket,62,False,False,False,False,1,False,bachelor,B,0
other,30,Dutch,Rugby,65,False,True,False,False,0,True,master,B,0
male,29,Dutch,Golf,62,False,False,False,False,0,False,master,B,0
male,32,Dutch,Golf,67,False,True,True,False,1,False,master,B,0
female,24,Dutch,Swimming,57,False,False,False,False,0,False,bachelor,B,0
male,21,Belgian,Football,59,False,False,False,False,1,False,bachelor,B,0
other,32,Dutch,Rugby,56,False,False,True,False,1,False,bachelor,B,0
male,30,Dutch,Golf,57,False,False,True,False,0,False,master,B,0
male,29,Dutch,Swimming,63,False,True,False,False,1,False,bachelor,B,0
female,24,Dutch,Football,55,True,False,False,True,2,False,bachelor,B,1
female,27,Dutch,Football,64,True,True,False,False,2,True,bachelor,B,0
male,29,Dutch,Rugby,53,False,False,False,True,2,False,bachelor,B,1
male,25,Dutch,Tennis,63,False,False,False,False,2,False,master,B,0
male,27,German,Football,62,False,False,True,False,0,True,bachelor,B,0
female,25,German,Tennis,59,False,False,False,True,2,False,bachelor,B,0
male,26,Dutch,Rugby,53,True,False,False,True,3,False,bachelor,B,1
male,31,Dutch,Cricket,61,False,False,True,False,0,True,bachelor,B,0
male,23,Dutch,Running,65,False,False,False,False,0,True,master,B,0
male,31,Belgian,Rugby,58,False,False,True,False,1,False,master,B,0
male,26,Belgian,Swimming,66,False,False,True,True,2,False,master,B,0
female,23,Dutch,Chess,73,False,True,False,False,1,True,master,B,0
male,23,Dutch,Football,63,False,False,False,False,1,True,bachelor,B,0
male,26,Dutch,Rugby,65,True,False,False,True,2,False,master,B,1
male,30,Dutch,Rugby,61,False,False,True,False,1,False,master,B,0
female,21,Dutch,Chess,64,False,False,False,False,1,True,bachelor,B,0
male,28,Dutch,Rugby,53,False,False,False,False,2,False,bachelor,B,1
female,26,German,Tennis,55,False,False,False,False,1,False,bachelor,B,0
male,28,Dutch,Cricket,67,False,True,False,True,2,True,bachelor,B,1
female,25,Dutch,Swimming,66,False,True,False,True,2,True,bachelor,B,0
male,26,Dutch,Golf,54,False,False,True,False,0,False,bachelor,B,0
male,29,Dutch,Football,64,True,False,False,True,3,True,bachelor,B,1
female,27,Dutch,Golf,61,False,False,False,False,1,False,bachelor,B,0
male,21,Dutch,Golf,64,False,False,False,False,1,True,master,B,0
male,30,Belgian,Football,62,False,False,False,False,2,False,bachelor,B,1
female,21,Dutch,Running,70,False,True,False,False,1,True,bachelor,B,0
female,24,Dutch,Swimming,69,False,False,False,False,1,True,master,B,0
male,28,Belgian,Running,60,True,False,False,False,2,False,bachelor,B,0
female,24,Dutch,Chess,70,False,True,False,False,0,True,phd,B,0
male,30,Dutch,Cricket,66,False,True,False,False,0,True,master,B,0
male,29,Dutch,Swimming,64,True,False,False,True,2,False,bachelor,B,1
male,28,Belgian,Rugby,54,True,False,True,True,3,False,master,B,1
female,27,Dutch,Golf,58,False,False,False,False,1,False,bachelor,B,0
male,28,Dutch,Football,55,True,False,False,True,3,False,bachelor,B,1
male,27,Dutch,Football,66,False,False,False,True,2,True,bachelor,B,0
male,30,Dutch,Rugby,59,True,False,False,True,3,False,master,B,1
male,25,Dutch,Golf,72,True,True,False,False,2,True,bachelor,B,0
male,26,Dutch,Football,66,False,False,False,False,2,True,bachelor,B,0
male,28,Dutch,Football,61,True,False,False,True,3,False,bachelor,B,1
male,29,Dutch,Cricket,64,False,False,False,False,1,False,master,B,0
female,28,Dutch,Golf,61,False,False,False,False,1,True,bachelor,B,0
female,24,Dutch,Swimming,69,False,True,False,False,0,True,master,B,0
female,22,Dutch,Tennis,76,False,True,False,True,2,True,master,B,1
male,29,Dutch,Rugby,56,True,False,True,True,3,False,master,B,1
male,29,Dutch,Rugby,55,False,False,True,False,1,False,bachelor,B,0
male,27,Belgian,Rugby,60,False,False,False,False,1,True,bachelor,B,0
male,30,Dutch,Rugby,63,False,False,True,False,0,False,master,B,0
male,29,Dutch,Golf,64,False,False,True,False,1,True,master,B,0
male,26,Belgian,Rugby,54,True,False,False,True,3,False,master,B,1
male,28,Dutch,Rugby,49,True,False,False,True,2,False,bachelor,B,0
male,28,Dutch,Football,70,False,True,False,False,2,True,master,B,1
male,21,Dutch,Tennis,63,False,False,False,False,2,True,bachelor,B,0
male,25,Belgian,Rugby,66,True,False,True,True,2,False,master,B,1
male,26,Dutch,Football,72,True,True,False,True,2,True,master,B,1
female,29,Dutch,Golf,64,False,True,True,False,1,True,master,B,0
female,24,Dutch,Cricket,62,False,True,False,True,2,True,bachelor,B,0
female,24,Belgian,Chess,70,False,True,True,False,1,True,master,B,0
female,26,German,Running,66,False,False,False,False,1,True,master,B,0
male,29,Dutch,Rugby,59,True,False,True,True,3,False,master,B,1
male,27,Dutch,Football,50,True,False,False,True,2,False,bachelor,B,1
male,21,Belgian,Running,68,False,True,False,False,1,True,bachelor,B,0
female,32,Dutch,Cricket,57,False,False,False,False,2,False,master,B,1
female,25,Dutch,Chess,61,False,False,False,False,2,True,bachelor,B,0
male,21,Belgian,Tennis,71,False,True,False,False,1,True,bachelor,B,0
female,26,Dutch,Swimming,70,False,True,False,False,0,True,master,B,0
female,26,Dutch,Running,73,False,True,False,False,1,True,master,B,0
male,22,Dutch,Tennis,65,False,True,False,False,2,True,bachelor,B,1
male,28,Dutch,Golf,63,False,False,False,False,1,False,bachelor,B,0
female,21,Dutch,Swimming,61,False,False,False,False,0,True,master,B,0
male,30,Dutch,Football,55,False,False,False,False,2,False,bachelor,B,1
female,30,Dutch,Swimming,55,True,False,False,False,2,False,master,B,1
female,23,Belgian,Swimming,70,False,True,False,False,0,True,master,B,0
female,24,Dutch,Tennis,63,False,False,False,False,1,True,bachelor,B,0
male,24,Dutch,Tennis,69,True,False,False,True,2,True,bachelor,B,0
male,24,Dutch,Rugby,55,False,False,False,True,2,False,bachelor,B,1
other,21,Dutch,Swimming,65,False,False,False,False,2,True,bachelor,B,1
female,28,German,Chess,70,False,True,True,False,1,True,master,B,0
male,26,Belgian,Cricket,64,False,False,False,False,0,False,master,B,0
female,23,Dutch,Tennis,56,False,False,False,False,1,False,bachelor,B,0
other,26,Dutch,Tennis,57,False,False,False,False,1,False,bachelor,B,0
female,21,Dutch,Tennis,69,False,True,False,True,2,True,master,B,1
female,25,Dutch,Running,66,False,True,False,True,2,False,bachelor,B,1
female,23,Dutch,Swimming,69,True,True,False,False,1,True,master,B,0
male,27,Dutch,Football,53,True,False,False,False,2,False,master,B,1
male,30,Dutch,Football,59,True,False,False,False,2,False,master,B,1
other,30,Dutch,Golf,64,False,True,False,False,0,False,bachelor,B,0
male,29,Dutch,Rugby,57,False,False,True,False,0,False,master,B,0
male,30,Dutch,Football,67,False,False,True,False,1,True,master,B,0
male,30,Dutch,Football,51,False,False,False,True,2,False,bachelor,B,0
male,26,German,Cricket,70,False,True,True,False,1,True,master,B,0
female,25,German,Running,67,True,True,False,False,2,True,bachelor,B,0
male,24,Dutch,Rugby,57,False,False,False,True,2,False,bachelor,B,0
male,32,Dutch,Cricket,68,False,False,True,False,1,True,master,B,0
male,30,Dutch,Football,57,False,False,False,False,1,False,master,B,0
male,25,German,Running,66,False,True,False,False,0,True,master,B,0
male,24,Dutch,Rugby,56,True,False,False,True,2,False,bachelor,B,1
female,21,Dutch,Chess,75,False,True,False,False,2,True,master,B,1
male,30,Dutch,Football,54,False,False,False,False,2,False,master,B,1
male,22,German,Tennis,69,False,True,False,False,2,True,master,B,0
female,25,Dutch,Swimming,66,False,True,False,False,1,True,master,B,0
male,24,Dutch,Cricket,63,True,True,False,False,2,False,bachelor,B,0
male,28,Belgian,Football,60,True,False,False,True,3,False,bachelor,B,1
male,28,German,Football,65,False,False,True,True,2,False,phd,B,1
female,26,Dutch,Tennis,67,False,True,False,False,1,True,bachelor,B,0
female,22,Dutch,Running,64,False,True,False,False,0,True,bachelor,B,0
female,29,Dutch,Football,56,False,False,False,False,0,False,bachelor,B,0
male,22,Dutch,Tennis,60,True,True,False,False,2,False,bachelor,B,0
female,26,Dutch,Football,63,True,False,True,False,2,False,master,B,1
female,26,Dutch,Swimming,56,True,False,True,True,2,False,master,B,1
female,26,Belgian,Football,66,False,False,False,True,1,True,master,B,0
female,26,Dutch,Tennis,63,True,False,True,True,3,False,phd,B,1
female,28,Dutch,Rugby,53,False,False,False,False,1,False,bachelor,B,0
female,25,Dutch,Tennis,72,False,True,False,False,1,True,phd,B,0
male,27,Dutch,Running,65,False,False,False,True,2,False,bachelor,B,1
male,26,Dutch,Tennis,73,False,True,False,False,1,True,master,B,0
female,27,German,Swimming,70,False,True,False,False,1,True,master,B,0
male,26,Dutch,Rugby,70,True,True,False,False,1,True,phd,B,0
female,28,Dutch,Chess,59,False,False,False,False,0,False,bachelor,B,0
female,21,Dutch,Tennis,62,False,False,True,False,1,True,bachelor,B,0
female,26,Dutch,Rugby,60,True,False,False,True,3,False,master,B,1
male,27,Dutch,Football,55,False,False,False,False,2,False,bachelor,B,1
male,28,Dutch,Golf,59,False,False,False,False,1,False,bachelor,B,0
male,28,German,Swimming,54,False,False,False,False,2,False,master,B,1
male,25,Dutch,Football,65,False,True,False,False,1,True,bachelor,B,0
female,28,Dutch,Swimming,69,False,True,False,False,1,True,master,B,0
male,28,Dutch,Swimming,60,False,True,False,False,1,True,bachelor,B,0
male,27,Dutch,Rugby,59,False,False,True,False,0,False,master,B,0
female,22,Dutch,Swimming,60,False,False,False,False,1,False,bachelor,B,0
female,27,Dutch,Football,67,True,True,False,False,2,True,master,B,1
male,25,German,Football,65,False,True,False,False,1,True,bachelor,B,0
male,27,Belgian,Football,63,True,False,False,True,3,False,master,B,1
female,25,Belgian,Football,55,False,False,True,False,2,False,master,B,1
female,23,Belgian,Running,63,False,False,False,False,1,True,bachelor,B,0
female,27,Belgian,Swimming,67,False,False,False,False,0,True,master,B,0
male,28,Dutch,Rugby,51,False,False,False,False,1,False,bachelor,B,0
male,28,German,Rugby,69,False,False,True,False,1,True,master,B,0
male,25,Dutch,Football,53,True,False,False,True,3,False,master,B,1
male,26,Dutch,Football,62,False,False,False,False,2,False,bachelor,B,0
female,22,Dutch,Running,70,False,True,False,True,2,True,bachelor,B,0
male,26,Dutch,Football,58,True,False,False,True,3,False,bachelor,B,0
male,30,Dutch,Rugby,59,False,False,False,False,2,False,bachelor,B,1
male,29,Dutch,Rugby,49,True,False,False,False,1,False,bachelor,B,0
male,27,Dutch,Rugby,52,False,False,False,True,2,False,bachelor,B,1
male,27,Dutch,Golf,64,False,False,False,False,1,True,master,B,0
female,29,Dutch,Football,57,False,False,False,False,0,False,bachelor,B,0
male,28,German,Football,60,False,False,False,False,1,True,bachelor,B,0
female,28,German,Football,60,False,False,False,False,1,False,master,B,0
male,32,Dutch,Golf,61,False,False,True,False,1,False,master,B,0
female,21,German,Tennis,56,False,False,False,False,1,False,bachelor,B,0
male,28,Dutch,Rugby,49,False,False,False,False,1,False,bachelor,B,0
male,26,Dutch,Golf,66,False,False,False,False,1,True,bachelor,B,0
male,24,Dutch,Rugby,51,False,False,True,False,2,False,master,B,1
female,27,Dutch,Golf,70,False,True,False,False,1,True,master,B,0
female,25,Dutch,Cricket,60,False,False,False,True,2,False,bachelor,B,1
female,26,Belgian,Cricket,61,False,False,False,False,1,True,bachelor,B,0
male,24,German,Swimming,58,False,False,True,False,2,False,master,B,1
male,21,Dutch,Football,65,False,False,False,False,1,True,bachelor,B,0
female,26,Dutch,Swimming,62,False,False,True,False,0,True,master,B,0
male,29,Dutch,Tennis,61,False,False,False,True,2,False,bachelor,B,1
female,23,Dutch,Chess,68,False,False,False,False,1,True,master,B,0
female,27,Belgian,Swimming,77,False,True,True,False,2,True,phd,B,0
female,28,Dutch,Golf,54,False,False,False,False,1,False,bachelor,B,0
male,26,German,Rugby,66,False,True,True,False,0,True,master,B,0
male,31,Dutch,Golf,60,False,False,True,False,1,False,bachelor,B,0
male,25,Dutch,Football,67,True,False,False,False,3,False,master,B,1
female,25,Dutch,Running,68,False,True,False,False,1,True,master,B,0
male,27,Dutch,Rugby,54,True,False,False,True,2,False,master,B,1
female,24,Dutch,Swimming,61,False,True,False,False,1,True,bachelor,B,0
female,31,Dutch,Golf,66,False,True,False,False,1,True,master,B,0
male,24,Dutch,Rugby,56,False,False,False,False,2,False,bachelor,B,0
male,30,Dutch,Rugby,65,True,False,False,False,2,True,master,B,1
male,25,Dutch,Running,59,True,False,False,True,2,False,bachelor,B,0
female,25,Dutch,Chess,60,False,False,False,False,0,False,bachelor,B,0
male,28,Dutch,Rugby,57,False,False,True,True,2,False,master,B,1
male,31,Dutch,Rugby,55,False,False,False,False,0,False,bachelor,B,0
female,31,Dutch,Swimming,69,False,True,True,False,1,True,phd,B,0
female,28,Belgian,Tennis,50,False,False,True,False,1,False,master,B,0
female,23,Dutch,Swimming,72,False,True,False,True,2,True,master,B,0
female,21,Dutch,Chess,66,False,True,False,False,1,False,master,B,0
female,25,Dutch,Cricket,65,False,False,False,False,2,True,bachelor,B,0
male,29,German,Cricket,65,False,False,False,False,0,True,phd,B,0
female,21,Dutch,Cricket,75,True,True,False,False,2,True,master,B,1
male,25,Dutch,Football,53,False,False,False,True,3,False,master,B,1
other,28,Dutch,Tennis,57,False,False,False,True,2,False,bachelor,B,1
female,26,Dutch,Swimming,60,False,True,False,False,0,False,bachelor,B,0
male,29,Dutch,Swimming,66,True,False,False,True,3,False,master,B,1
female,28,Dutch,Running,71,False,True,False,False,1,True,bachelor,B,0
male,27,Dutch,Tennis,62,True,False,True,False,2,False,phd,B,1
male,27,Dutch,Swimming,64,False,True,False,False,1,True,master,B,0
female,28,Dutch,Chess,63,False,False,False,False,1,True,bachelor,B,0
male,27,Belgian,Football,56,True,False,False,True,3,False,master,B,1
female,27,Dutch,Chess,76,False,True,True,False,1,True,master,B,0
male,27,Dutch,Swimming,60,True,False,True,True,3,False,master,B,1
female,27,Dutch,Rugby,56,False,False,True,False,0,False,master,B,0
female,22,Dutch,Football,58,False,True,False,False,1,False,bachelor,B,0
male,27,German,Golf,59,False,False,True,False,1,False,master,B,0
male,21,Belgian,Football,76,True,True,False,False,2,True,phd,B,1
male,26,Dutch,Rugby,62,False,False,False,False,2,False,master,B,1
female,25,Dutch,Chess,67,False,False,False,False,0,True,master,B,0
male,28,Dutch,Rugby,60,False,False,False,False,1,True,bachelor,B,1
female,25,Dutch,Swimming,69,False,True,False,False,1,True,bachelor,B,0
female,26,Dutch,Tennis,67,False,True,False,False,2,True,bachelor,B,0
male,25,Dutch,Rugby,52,False,False,False,False,2,False,master,B,1
female,26,Belgian,Swimming,70,False,True,False,False,0,True,master,B,0
male,32,Dutch,Cricket,56,False,False,False,False,0,False,bachelor,B,0
female,21,Dutch,Swimming,75,True,True,False,False,2,True,master,B,1
male,27,Dutch,Rugby,67,False,True,True,False,0,True,phd,B,0
female,31,Dutch,Golf,55,False,False,True,False,0,False,master,B,0
female,24,Dutch,Swimming,71,False,True,False,False,0,True,master,B,0
male,32,German,Football,64,False,True,False,False,0,True,phd,B,0
male,25,Dutch,Football,65,True,True,False,False,2,False,master,B,0
female,31,Dutch,Swimming,62,False,False,True,False,1,False,master,B,0
male,31,Dutch,Rugby,61,False,False,True,False,1,False,master,B,0
female,27,Dutch,Football,61,False,False,False,False,1,False,bachelor,B,0
male,26,Dutch,Golf,55,False,False,False,False,0,False,bachelor,B,0
male,24,German,Rugby,54,True,False,True,True,3,False,master,B,1
female,23,Dutch,Running,68,False,True,False,False,1,True,master,B,0
female,29,Dutch,Tennis,59,True,False,False,True,3,False,master,B,1
female,26,Dutch,Chess,74,False,True,True,False,1,True,phd,B,1
male,27,Dutch,Chess,56,False,False,False,False,0,False,bachelor,B,0
female,23,Dutch,Running,75,False,True,False,False,1,True,master,B,0
other,23,German,Tennis,72,True,True,False,False,2,True,master,B,0
female,21,Belgian,Cricket,59,False,False,False,False,1,False,bachelor,B,0
male,30,Dutch,Rugby,63,True,False,False,False,2,False,master,B,1
male,29,Dutch,Rugby,62,True,False,False,False,2,False,bachelor,B,1
male,26,Dutch,Football,59,False,False,False,False,1,False,master,B,0
female,22,Belgian,Swimming,71,False,True,True,False,1,True,master,B,0
male,22,Dutch,Football,64,False,False,False,False,1,True,bachelor,B,0
male,30,Dutch,Football,66,True,False,True,True,2,False,master,B,1
male,27,Belgian,Rugby,61,True,False,False,False,2,False,bachelor,B,1
male,26,Dutch,Rugby,53,False,False,True,True,2,False,master,B,1
male,25,Dutch,Football,49,True,False,False,False,2,False,bachelor,B,0
female,24,Dutch,Running,63,False,False,False,False,0,True,master,B,0
male,27,Dutch,Rugby,57,False,False,True,False,1,False,bachelor,B,0
male,27,Dutch,Swimming,64,False,False,False,False,1,True,bachelor,B,0
male,27,Dutch,Football,54,False,False,False,False,2,False,bachelor,B,1
male,25,Dutch,Rugby,58,False,False,False,True,2,False,bachelor,B,1
female,27,Dutch,Chess,65,False,False,True,False,1,True,master,B,0
other,26,Dutch,Swimming,73,False,True,True,False,1,True,master,B,0
male,28,Dutch,Cricket,63,False,False,True,False,0,False,master,B,0
female,26,Dutch,Running,57,False,False,False,False,1,True,bachelor,B,0
female,25,Dutch,Swimming,68,False,True,False,False,1,True,master,B,0
male,21,Dutch,Running,68,False,True,True,False,1,True,master,B,0
male,25,Dutch,Rugby,54,True,False,False,True,3,False,master,B,1
female,24,Dutch,Running,64,False,False,False,False,1,True,master,B,0
male,24,Dutch,Swimming,70,False,True,True,False,2,True,master,B,1
male,27,Dutch,Golf,72,False,True,False,False,1,True,phd,B,0
male,29,Belgian,Rugby,69,False,False,True,False,1,True,master,B,0
male,30,Dutch,Football,59,False,False,False,True,2,False,bachelor,B,0
female,22,Dutch,Running,63,False,True,False,False,0,True,bachelor,B,0
male,26,Dutch,Rugby,69,False,True,True,False,1,False,phd,B,0
male,25,Dutch,Rugby,58,True,False,False,True,3,False,master,B,1
female,29,Belgian,Golf,62,False,True,False,False,1,False,bachelor,B,0
female,31,German,Rugby,57,False,False,True,False,0,False,master,B,0
male,21,Dutch,Swimming,67,False,True,False,False,1,True,bachelor,B,1
female,28,Dutch,Swimming,66,False,False,False,False,1,True,master,B,0
male,29,Dutch,Cricket,66,False,True,True,False,0,True,master,B,0
male,25,Dutch,Rugby,56,True,False,False,True,2,False,bachelor,B,1
female,27,Dutch,Football,56,False,False,False,False,3,False,bachelor,B,0
male,26,Dutch,Football,66,False,True,False,False,2,True,bachelor,B,0
female,31,Belgian,Golf,60,False,False,True,False,1,False,bachelor,B,0
male,26,Dutch,Swimming,73,True,True,False,True,2,True,master,B,1
female,25,Dutch,Running,62,False,False,False,False,1,True,bachelor,B,0
female,25,Dutch,Tennis,71,False,True,False,False,1,True,master,B,0
female,28,Dutch,Running,60,False,True,False,False,1,True,bachelor,B,0
other,27,Dutch,Cricket,75,False,True,False,False,2,True,master,B,0
