Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_,Class_XII_Percentage,Father_occupation,Mother_occupation
female,ST,WA,TWO,OTHERS,OTHERS,ENGLISH,1,1,DOCTOR,COLLEGE_TEACHER
female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,OBC,NO,TWO,SEBA,AHSEC,ASSAMESE,1,0,OTHERS,HOUSE_WIFE
male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,COLLEGE_TEACHER
male,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,BANK_OFFICIAL,HOUSE_WIFE
male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
male,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,OBC,WA,THREE,SEBA,AHSEC,OTHERS,1,1,CULTIVATOR,CULTIVATOR
male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
male,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,CULTIVATOR,HOUSE_WIFE
female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,SCHOOL_TEACHER
male,SC,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,DOCTOR
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,0,0,CULTIVATOR,HOUSE_WIFE
female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,OTHERS
female,OBC,WA,FOUR,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,SC,NO,THREE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,0,ENGINEER,HOUSE_WIFE
male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,THREE,SEBA,AHSEC,OTHERS,1,0,SCHOOL_TEACHER,HOUSE_WIFE
female,SC,WA,ONE,OTHERS,CBSE,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,NO,ONE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
male,ST,OA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
female,OBC,NO,ONE,CBSE,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,THREE,SEBA,AHSEC,ASSAMESE,1,0,OTHERS,SCHOOL_TEACHER
male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,SC,WA,ONE,OTHERS,AHSEC,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
female,General,OA,TWO,CBSE,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,1,1,DOCTOR,OTHERS
female,General,NO,TWO,SEBA,AHSEC,ASSAMESE,0,1,SCHOOL_TEACHER,HOUSE_WIFE
female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,SCHOOL_TEACHER
female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
male,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,OTHERS
female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,DOCTOR,HOUSE_WIFE
male,General,OA,TWO,OTHERS,OTHERS,ENGLISH,1,1,DOCTOR,OTHERS
female,OBC,NO,THREE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
male,ST,OA,TWO,CBSE,CBSE,ENGLISH,1,1,CULTIVATOR,HOUSE_WIFE
male,General,OA,ONE,OTHERS,OTHERS,ENGLISH,1,1,COLLEGE_TEACHER,SCHOOL_TEACHER
female,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,DOCTOR,HOUSE_WIFE
male,General,NO,TWO,SEBA,AHSEC,OTHERS,1,1,BUSINESS,HOUSE_WIFE
male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,ENGINEER,HOUSE_WIFE
female,OBC,NO,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,0,0,OTHERS,HOUSE_WIFE
female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,ST,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
female,ST,WA,ONE,SEBA,AHSEC,OTHERS,0,1,OTHERS,HOUSE_WIFE
female,OBC,OA,THREE,SEBA,AHSEC,ENGLISH,0,1,OTHERS,HOUSE_WIFE
female,SC,OA,TWO,SEBA,CBSE,ENGLISH,1,1,OTHERS,BANK_OFFICIAL
male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,ST,NO,THREE,SEBA,AHSEC,ENGLISH,0,0,SCHOOL_TEACHER,HOUSE_WIFE
female,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,OTHERS
male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
female,OBC,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
male,OBC,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,OA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,OTHERS
female,General,WA,FOUR,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,BANK_OFFICIAL
male,General,NO,THREE,SEBA,AHSEC,OTHERS,1,1,CULTIVATOR,HOUSE_WIFE
male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,OTHERS
male,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,General,WA,TWO,SEBA,AHSEC,OTHERS,1,0,OTHERS,SCHOOL_TEACHER
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,COLLEGE_TEACHER,HOUSE_WIFE
male,General,WA,THREE,CBSE,CBSE,ENGLISH,1,0,OTHERS,HOUSE_WIFE
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
female,ST,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
male,SC,WA,ONE,SEBA,AHSEC,ASSAMESE,0,0,OTHERS,HOUSE_WIFE
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
male,SC,WA,ONE,SEBA,AHSEC,OTHERS,1,1,OTHERS,HOUSE_WIFE
male,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,OBC,WA,TWO,OTHERS,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,SCHOOL_TEACHER
male,General,WA,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,SCHOOL_TEACHER
female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,OTHERS
male,General,NO,ONE,SEBA,CBSE,ENGLISH,0,0,OTHERS,HOUSE_WIFE
female,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,SC,OA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,General,WA,TWO,CBSE,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,DOCTOR,SCHOOL_TEACHER
female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
male,General,OA,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,SCHOOL_TEACHER
male,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
male,General,NO,ONE,CBSE,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,BANK_OFFICIAL
female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,WA,TWO,OTHERS,AHSEC,ENGLISH,1,1,COLLEGE_TEACHER,HOUSE_WIFE
male,General,WA,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,ST,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,NO,THREE,CBSE,CBSE,ENGLISH,1,0,BUSINESS,OTHERS
female,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,OTHERS
male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,0,0,SCHOOL_TEACHER,HOUSE_WIFE
female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,DOCTOR
male,ST,NO,TWO,SEBA,AHSEC,ENGLISH,0,0,BUSINESS,HOUSE_WIFE
female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,COLLEGE_TEACHER,HOUSE_WIFE
female,General,NO,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,DOCTOR
female,General,OA,ONE,OTHERS,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,OA,TWO,CBSE,CBSE,ENGLISH,1,1,DOCTOR,COLLEGE_TEACHER
female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,BUSINESS,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,OTHERS,0,0,SCHOOL_TEACHER,SCHOOL_TEACHER
female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,COLLEGE_TEACHER,SCHOOL_TEACHER
male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,0,0,ENGINEER,SCHOOL_TEACHER
male,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,OBC,WA,FOUR,SEBA,AHSEC,ENGLISH,1,0,BUSINESS,HOUSE_WIFE
female,OBC,WA,THREE,CBSE,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
male,General,NO,ONE,OTHERS,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,SC,WA,TWO,SEBA,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
female,SC,WA,THREE,SEBA,AHSEC,OTHERS,0,0,SCHOOL_TEACHER,OTHERS
female,General,WA,THREE,SEBA,AHSEC,ASSAMESE,1,1,DOCTOR,OTHERS
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
female,General,NO,ONE,SEBA,AHSEC,OTHERS,1,1,DOCTOR,DOCTOR
female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,SCHOOL_TEACHER
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,DOCTOR
female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,NO,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,HOUSE_WIFE
male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
male,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,OBC,WA,ONE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,OTHERS,0,1,BUSINESS,HOUSE_WIFE
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
male,General,NO,TWO,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,COLLEGE_TEACHER
male,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,SCHOOL_TEACHER
female,OBC,WA,TWO,SEBA,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,ST,WA,TWO,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,General,NO,ONE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
male,General,OA,TWO,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,General,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,NO,ONE,SEBA,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
male,General,WA,THREE,SEBA,AHSEC,OTHERS,1,0,SCHOOL_TEACHER,HOUSE_WIFE
female,OBC,NO,ONE,CBSE,CBSE,ENGLISH,1,0,BUSINESS,SCHOOL_TEACHER
male,General,OA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
female,General,WA,ONE,OTHERS,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,0,OTHERS,HOUSE_WIFE
female,General,WA,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,OBC,WA,THREE,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,SCHOOL_TEACHER
female,SC,WA,TWO,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,General,WA,TWO,OTHERS,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,0,0,SCHOOL_TEACHER,HOUSE_WIFE
female,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,COLLEGE_TEACHER,HOUSE_WIFE
female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,COLLEGE_TEACHER
female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
male,General,WA,TWO,SEBA,AHSEC,OTHERS,0,1,SCHOOL_TEACHER,OTHERS
female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
male,General,WA,THREE,CBSE,CBSE,ENGLISH,1,0,SCHOOL_TEACHER,HOUSE_WIFE
female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,SCHOOL_TEACHER
female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,General,WA,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,COLLEGE_TEACHER
female,OBC,OA,ONE,OTHERS,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
male,OBC,OA,TWO,OTHERS,OTHERS,OTHERS,1,1,BUSINESS,HOUSE_WIFE
female,SC,WA,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,CULTIVATOR,OTHERS
male,General,NO,ONE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
female,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,0,BUSINESS,HOUSE_WIFE
female,ST,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,OBC,WA,TWO,SEBA,AHSEC,OTHERS,0,0,OTHERS,HOUSE_WIFE
male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,0,0,OTHERS,HOUSE_WIFE
male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,1,0,OTHERS,HOUSE_WIFE
female,General,OA,TWO,CBSE,CBSE,ENGLISH,1,1,COLLEGE_TEACHER,HOUSE_WIFE
female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,0,0,CULTIVATOR,HOUSE_WIFE
female,SC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
